title,url,domain,seendate,country_query,language,source,source_country
"4 questions for PM Modi : Congress targets China policy after Xi meeting , alleges calibrated capitulation",https://www.moneycontrol.com/news/india/4-questions-for-pm-modi-congress-targets-china-policy-after-xi-meeting-alleges-calibrated-capitulation-14028855.html,moneycontrol.com,2026-09-13 08:45:00+00:00,China military,English,gdelt_gkg,India
Calibrated capitulation : Congress slams PM Modi after his meeting with Xi,https://www.thehindu.com/news/national/calibrated-capitulation-congress-slams-pm-modi-after-his-meeting-with-xi/article71462851.ece,thehindu.com,2026-09-13 08:45:00+00:00,China military,English,gdelt_gkg,India
중동 확전 악화일로 … 호르무즈 · 홍해 이어 사우디 육로 공급망도 봉쇄 - 국제ㅣ한국일보,https://www.hankookilbo.com/news/article/A2026091310350005408,hankookilbo.com,2026-09-13 08:45:00+00:00,Pakistan military,Korean,gdelt_gkg,South Korea
11 - S : 25 años después,https://www.elinformador.com.co/index.php/opinion/39-columnas-de-opinion/358688-11-s-25-anos-despues,elinformador.com.co,2026-09-13 08:45:00+00:00,Pakistan military,Spanish,gdelt_gkg,Colombia
أنباء عن هجوم على سفينة تجارية بمضيق هرمز,https://www.dw.com/ar/%D8%A3%D9%86%D8%A8%D8%A7%D8%A1-%D8%B9%D9%86-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%B3%D9%81%D9%8A%D9%86%D8%A9-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%B6%D9%8A%D9%82-%D9%87%D8%B1%D9%85%D8%B2/live-79209074,dw.com,2026-09-13 08:45:00+00:00,Pakistan military,Arabic,gdelt_gkg,Germany
Самит за безбедноста на Арктикот во Финска : Лидерите на ЕУ бараат поголеми инвестиции и зајакната одбрана од руските закани,https://republika.mk/vesti/svet/samit-za-bezbednosta-na-arktikot-vo-finska-liderite-na-eu-baraat-pogolemi-investiczii-i-zajaknata-odbrana-od-ruskite-zakani/,republika.mk,2026-09-13 08:45:00+00:00,China military,Macedonian,gdelt_gkg,Macedonia
西港慶安宮丁未年香科腳步愈來愈近 舉行隆重的王船取 「 舟參 」 儀式,https://n.yam.com/Article/20260913400777,n.yam.com,2026-09-13 08:15:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
瑶乡五日 ， 装满了没说尽的故事 西北工业大学化学与化工学院 三下乡 暑期社会实践活动 _ 中华网,https://digi.china.com/articles/20260913/202609131959356.html,digi.china.com,2026-09-13 08:15:00+00:00,China military,Chinese,gdelt_gkg,China
The fall of Imran Khan,https://theweek.com/world-news/the-fall-of-imran-khan,theweek.com,2026-09-13 08:15:00+00:00,China military,English,gdelt_gkg,United States
也门局势骤然升温 ！ 胡塞武装与沙特互相袭击 ， 伊朗 ： 我们与沙特 并不处于战争状态,https://wallstreetcn.com/articles/3781644,wallstreetcn.com,2026-09-13 08:15:00+00:00,China military,Chinese,gdelt_gkg,China
中信建投 ： 加息 靴子 将落地 ， A股或迎反攻行情,https://wallstreetcn.com/articles/3781648,wallstreetcn.com,2026-09-13 08:15:00+00:00,China military,Chinese,gdelt_gkg,China
حوثی‌ها از حمله موشکی و پهپادی به یک پایگاه نظامی عربستان خبر دادند,https://www.radiofarda.com/a/houthis-say-hit-saudi-base-after-renewed-fighting-with-yemeni-govt-forces/33853261.html,radiofarda.com,2026-09-13 08:15:00+00:00,Pakistan military,Persian,gdelt_gkg,Iran
攻下红海咽喉岛屿 ， 胡塞武装打电话给美国 ： 别介入 ！ 此前沙特两次求助特朗普遭拒,https://finance.sina.com.cn/tech/roll/2026-09-13/doc-inirskfy7824183.shtml,finance.sina.com.cn,2026-09-13 08:15:00+00:00,China military,Chinese,gdelt_gkg,China
下周A股 ， 靴子待落 ！,https://baijiahao.baidu.com/s?id=1876200504231911688,baijiahao.baidu.com,2026-09-13 08:15:00+00:00,China military,Chinese,gdelt_gkg,China
Olomoucké novinky - Domácí - BRICS našel jednotu . Západ dostává silnějšího soupeře,https://www.olomouckenovinky.cz/zpravy/byznys/brics-nasel-jednotu-zapad-dostava-silnejsiho-soupere/,olomouckenovinky.cz,2026-09-13 08:15:00+00:00,China military,Czech,gdelt_gkg,Czech Republic
在选择中成就未来 校党委书记吴坚勇在2026年本科生开学典礼暨军训总结表彰会上的讲话,https://newsghexport.shobserver.cn/html/baijiahao/2026/09/12/4055714.html,newsghexport.shobserver.cn,2026-09-13 08:15:00+00:00,China military,Chinese,gdelt_gkg,
برکس نئی دہلی اعلامیہ منظور ، غزہ جنگ بندی اور فلسطینی ریاست کی حمایت ؛ ایران کے ساتھ کھڑا ہونے کا واضح پیغام,https://www.sahilonline.net/brics-declaration-voices-deep-concern-on-gaza-violence-backs-palestinian-statehood,sahilonline.net,2026-09-13 08:15:00+00:00,China military,Urdu,gdelt_gkg,India
"September War , Day 13 : Pakistan Army Advances as India Suffers Heavy Human and Military Losses",https://www.express.pk/story/2832441/september-war-day-13-pakistan-army-advances-as-india-suffers-heavy-human-and-military-losses-2832441,express.pk,2026-09-13 08:15:00+00:00,Pakistan military,Urdu,gdelt_gkg,Pakistan
Polacy chcą uprościć wojnę dronową do kliknięcia myszką . TASACK zaskakuje i przeraża,https://www.chip.pl/2026/09/flyfocus-dron-wojskowy-tasack,chip.pl,2026-09-13 08:15:00+00:00,China military,Polish,gdelt_gkg,Poland
Il dibattito politico tra Monti e Vannacci . Il Nazionalismo nel mondo,https://www.blitzquotidiano.it/politica/il-dibattito-politico-tra-monti-e-vannacci-il-nazionalismo-nel-mondo-3801500/,blitzquotidiano.it,2026-09-13 08:00:00+00:00,China military,Italian,gdelt_gkg,Italy
"Okinawans vote for governor with U . S . base , economy in focus",https://japantoday.com/category/politics/Okinawans-vote-for-governor-with-U.S.-base-economy-in-focus,japantoday.com,2026-09-13 08:00:00+00:00,China military,English,gdelt_gkg,Japan
Viviamo ancora nel mondo dell 11 settembre,https://www.ilpost.it/2026/09/10/11-settembre-conseguenze-25-anni/?homepagePosition=14.1&referrerPost=3676539,ilpost.it,2026-09-13 08:00:00+00:00,China military,Italian,gdelt_gkg,Italy
AI - powered medical train debuts at China - Laos joint humanitarian rescue exercise,https://www.globaltimes.cn/page/202609/1370428.shtml,globaltimes.cn,2026-09-13 08:00:00+00:00,China military,English,gdelt_gkg,China
金砖国家领导人第十八次会晤新德里宣言 （ 摘要 ）,https://www.163.com/dy/article/L6MF12S205346936.html,163.com,2026-09-13 08:00:00+00:00,China military,Chinese,gdelt_gkg,China
一张票怎么玩转数贸会 ， 独家超硬核攻略来了,https://baijiahao.baidu.com/s?id=1876189742920618907,baijiahao.baidu.com,2026-09-13 08:00:00+00:00,China military,Chinese,gdelt_gkg,China
BRICS 2026 and the dawn of a multipolar world,https://timesofindia.indiatimes.com/toi-blogs/power-policy/brics-2026-and-the-dawn-of-a-multipolar-world/articleshow/134184470.cms,timesofindia.indiatimes.com,2026-09-13 08:00:00+00:00,China military,English,gdelt_gkg,India
长征中战斗精神培育的现实启迪,https://baijiahao.baidu.com/s?id=1876163439776809650,baijiahao.baidu.com,2026-09-13 08:00:00+00:00,China military,Chinese,gdelt_gkg,China
AP News in Brief at 12 : 04 a . m . EDT,http://www.thegazette.com/news/national/ap-news-in-brief-at-12-04-a-m-edt/article_c1859131-8328-57f6-8bc6-4ab90b7c0ece.html,thegazette.com,2026-09-13 08:00:00+00:00,China military,English,gdelt_gkg,United States
淬火砺青春 ， 整装踏征程 ！ 宝山区开启2026年下半年预定新兵役前教育训练,https://newsghexport.shobserver.cn/html/baijiahao/2026/09/13/4055905.html,newsghexport.shobserver.cn,2026-09-13 08:00:00+00:00,China military,Chinese,gdelt_gkg,
视频丨胡塞武装称使用大量弹道导弹和无人机打击沙特军事设施,https://baijiahao.baidu.com/s?id=1876163948766771044,baijiahao.baidu.com,2026-09-13 08:00:00+00:00,Pakistan military,Chinese,gdelt_gkg,China
长征中战斗精神培育的现实启迪 - 西部网 （ 陕西新闻网 ）,http://news.cnwest.com/szyw/a/2026/09/13/23432498.html,news.cnwest.com,2026-09-13 08:00:00+00:00,China military,Chinese,gdelt_gkg,China
"Iranian media say 1 killed in ship strike on the Strait of Hormuz , and other Mideast developments",http://www.thegazette.com/news/national/iranian-media-say-1-killed-in-ship-strike-on-the-strait-of-hormuz-and-other/article_884beb72-ddad-574e-b47d-b7b323b07af7.html,thegazette.com,2026-09-13 08:00:00+00:00,China military,English,gdelt_gkg,United States
A U . S . scholar was invited to China . Then he vanished . s1x,https://www.hindustantimes.com/world-news/a-u-s-scholar-was-invited-to-china-then-he-vanisheds1x-101789279727117.html,hindustantimes.com,2026-09-13 08:00:00+00:00,China military,English,gdelt_gkg,India
Stretti che non sono Hormuz,https://www.ilpost.it/2026/07/16/stretti-hormuz-navigazione-mondo/?homepagePosition=21.1&referrerPost=3677460,ilpost.it,2026-09-13 08:00:00+00:00,China military,Italian,gdelt_gkg,Italy
展現科技救災能量 台中消防 「 特搜空拍隊 」 成軍 | ETtoday社會新聞,https://www.ettoday.net/news/20260913/3236653.htm,ettoday.net,2026-09-13 08:00:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
LIA sera la bombe atomique du XXIe siècle : comment les États - Unis et la Chine se livrent une nouvelle guerre froide technologique,https://www.bfmtv.com/tech/l-ia-sera-la-bombe-atomique-du-xx-ie-siecle-comment-les-etats-unis-et-la-chine-se-livrent-une-nouvelle-guerre-froide-technologique_AN-202609120099.html,bfmtv.com,2026-09-13 08:00:00+00:00,China military,French,gdelt_gkg,France
陸籌拍 《 嘉慶君遊台灣 》 統戰 學者 ： 扭曲歷史更暴露北京天朝傲慢 | ETtoday政治新聞,https://www.ettoday.net/news/20260913/3236673.htm,ettoday.net,2026-09-13 08:00:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
Ευάγγελος Αποστολάκης : Νέα πραγματικότητα στην Ανατολική Μεσόγειο,https://www.naftemporiki.gr/afieromata/the-n-society/2160818/eyaggelos-apostolakis-nea-pragmatikotita-stin-anatoliki-mesogeio/,naftemporiki.gr,2026-09-13 07:45:00+00:00,Pakistan military,Greek,gdelt_gkg,Greece
Financial Times : Гонка ШІ може призвести до вимирання людства вже в найближчі роки,https://www.facenews.ua/news/2026/540641/,facenews.ua,2026-09-13 07:45:00+00:00,China military,Ukrainian,gdelt_gkg,Ukraine
"Auckland . Scoop » On The Strike By 10 , 000 Public Servants",https://auckland.scoop.co.nz/2026/09/on-the-strike-by-10000-public-servants/,auckland.scoop.co.nz,2026-09-13 07:45:00+00:00,China military,English,gdelt_gkg,New Zealand
U18亞青 ／ 3人猛打 ！ 中華隊5局扣倒菲律賓 主場留下季軍 | 棒球 | 運動,https://udn.com/news/story/7001/9751742,udn.com,2026-09-13 07:45:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
毒气岛 的罪恶不能被掩盖 -- 国际 -- 人民网,http://world.people.com.cn/n1/2026/0913/c1002-40797622.html,world.people.com.cn,2026-09-13 07:30:00+00:00,China military,Chinese,gdelt_gkg,China
民團揭台灣 「 不正常 」 19年未解 點名蔣萬安 ： 獨裁者後代還能選市長 | 政治,https://newtalk.tw/news/view/2026-09-13/1059473,newtalk.tw,2026-09-13 07:30:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
Đắk Lắk chủ động triển khai phương án ứng phó với áp thấp nhiệt đới trên Biển Đông và mưa lớn,https://baomoi.com/dak-lak-chu-dong-trien-khai-phuong-an-ung-pho-voi-ap-thap-nhiet-doi-tren-bien-dong-va-mua-lon-c56039663.epi,baomoi.com,2026-09-13 07:30:00+00:00,China military,Vietnamese,gdelt_gkg,Vietnam
Небезпечна ілюзія Трампа : чому Путін ніколи не піде на взаємовигідну угоду,https://kontrakty.ua/article/297286,kontrakty.ua,2026-09-13 07:30:00+00:00,China military,Ukrainian,gdelt_gkg,Ukraine
Γερμανία : Μια χώρα σε παρακμή στρίβει ακροδεξιά και υπερεξοπλίζεται - Ανησυχία στην Ευρώπη,https://www.efsyn.gr/longform/germania-mia-hora-se-parakmi-strivei-akrodexia-kai-yperexoplizetai-anisyhia-stin-eyropi/,efsyn.gr,2026-09-13 07:30:00+00:00,China military,Greek,gdelt_gkg,Greece
海湾国家开会 ， 商议的不再是战争何时结束 ……_ 腾讯新闻,https://news.qq.com/rain/a/20260913A05QQU00,news.qq.com,2026-09-13 07:30:00+00:00,Pakistan military,Chinese,gdelt_gkg,China
U18亞青對爭取旅外很關鍵 蔡辰瀧沒能對決日韓難掩失落 | 體育,https://newtalk.tw/news/view/2026-09-13/1059470,newtalk.tw,2026-09-13 07:30:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
胡塞大军1天推进上百公里 ？ 博主解读 红海阀门之争 _ 军事频道 _ 中华网,https://military.china.com/news/13004177/20260913/49738017.html,military.china.com,2026-09-13 07:30:00+00:00,Pakistan military,Chinese,gdelt_gkg,China
"China , Russia , India seek economic cooperation at BRICS",https://www.yahoo.com/news/world/articles/china-russia-india-seek-economic-064920931.html,yahoo.com,2026-09-13 07:30:00+00:00,China military,English,gdelt_gkg,United States
U18亞青對爭取旅外很關鍵 蔡辰瀧沒能對決日韓難掩失落 | 運動,https://www.cna.com.tw:443/news/aspt/202609130085.aspx,cna.com.tw,2026-09-13 07:30:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
"Iranian media say 1 killed in ship strike on the Strait of Hormuz , and other Mideast developments – Winnipeg Free Press",https://www.winnipegfreepress.com/world/2026/09/13/iranian-media-say-1-killed-in-ship-strike-on-the-strait-of-hormuz-and-other-mideast-developments,winnipegfreepress.com,2026-09-13 07:30:00+00:00,China military,English,gdelt_gkg,Canada
香港故事 | 駐港部隊 「 大渡河連 」： 1997年率先入港的英雄部隊 - 軍事,https://www.wenweipo.com/a/202609/13/AP6aa61247e4b01d54a282f0d7.html,wenweipo.com,2026-09-13 07:30:00+00:00,China military,Chinese,gdelt_gkg,China
Τεχνητή Νοημοσύνη : Γιατί οι δημιουργοί της φοβούνται πλέον το χειρότερο σενάριο,https://www.in.gr/2026/09/13/in-science/technology/texniti-noimosyni-giati-oi-dimiourgoi-tis-fovountai-pleon-to-xeirotero-senario/,in.gr,2026-09-13 07:30:00+00:00,China military,Greek,gdelt_gkg,Greece
"Pattaya , Pattaya : After months at war , brief solace for American sailors in a party town far from home",https://www.thestar.com.my/news/focus/2026/09/13/pattaya-pattaya-after-months-at-war-brief-solace-for-american-sailors-in-a-party-town-far-from-home,thestar.com.my,2026-09-13 07:30:00+00:00,China military,English,gdelt_gkg,Malaysia
BRICS 2026 : India cracks the code in a divided room with 4 AM talks & diplomatic heavy lifting,https://economictimes.indiatimes.com/news/india/brics-2026-india-cracks-the-code-in-a-divided-room-with-4-am-talks-diplomatic-heavy-lifting/articleshow/134183728.cms,economictimes.indiatimes.com,2026-09-13 07:30:00+00:00,China military,English,gdelt_gkg,India
"1500 kişiye iş veren üretim durdu , global g olma hayali Ortada kaldı - Haber Hürriyeti",https://www.haberhurriyeti.com/makale/28690115/ozlem-ermis-beyhan/1500-kisiye-is-veren-uretim-durdu-global-guc-olma-hayali-ortada-kaldi,haberhurriyeti.com,2026-09-13 07:30:00+00:00,China military,Turkish,gdelt_gkg,Turkey
精準彈藥操演16日實施 ALTIUS 600M驗證近岸打擊 | 政治,https://www.cna.com.tw:443/news/aipl/202609130064.aspx,cna.com.tw,2026-09-13 07:30:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
Should the US keep paying billions to the United Nations ?,http://www.jpost.com/jerusalem-report/article-908036,jpost.com,2026-09-13 07:30:00+00:00,China military,English,gdelt_gkg,Israel
Японцы надолго отравили земли Китая Фонд стратегической культуры,https://fondsk.ru/news/2026/09/13/yaponcy-nadolgo-otravili-zemli-kitaya.html,fondsk.ru,2026-09-13 07:30:00+00:00,China military,Russian,gdelt_gkg,Russia
Kina želi strateško preusmjeravanje prema Njemačkoj,https://www.dw.com/bs/kina-%C5%BEeli-strate%C5%A1ko-preusmjeravanje-prema-njema%C4%8Dkoj/a-79156739,dw.com,2026-09-13 07:30:00+00:00,China military,Bosnian,gdelt_gkg,Germany
"इधर BRICS में हुई शांति की अपील , उधर होर्मुज में जहाज पर हुआ मिसाइल अटैक",https://www.livehindustan.com/international/brics-appeals-for-peace-missile-attack-on-ship-in-hormuz-houthi-takeover-of-bab-el-mandeb-strait-201789280115579.html,livehindustan.com,2026-09-13 07:15:00+00:00,China military,Hindi,gdelt_gkg,India
प्रधानसेनापति सिग्देल बेइजिङ प्रस्थान,https://www.gorkhapatraonline.com/news/222589,gorkhapatraonline.com,2026-09-13 07:15:00+00:00,China military,Nepali,gdelt_gkg,Nepal
特搜空拍隊授旗展現科技救災力 台中市韌性演練吸引人潮 | 中彰投 | 地方,https://udn.com/news/story/7325/9751715,udn.com,2026-09-13 07:15:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
厦乡趣 乡村农文旅沉浸式体验活动在同安溪林村举办 - 本网原创,http://xm.fjsen.com/2026-09/13/content_32252418.htm,xm.fjsen.com,2026-09-13 07:15:00+00:00,China military,Chinese,gdelt_gkg,China
Thủ tướng Lê Minh Hưng hội đàm với Thủ tướng Ấn Độ Narendra Modi,https://voh.com.vn/chinh-tri/thu-tuong-le-minh-hung-hoi-dam-voi-thu-tuong-an-do-narendra-modi-668161.html,voh.com.vn,2026-09-13 07:15:00+00:00,China military,Vietnamese,gdelt_gkg,Vietnam
"Modi , Xi push business links and border peace on Brics sidelines as India - China ties revive",https://www.businesstimes.com.sg/international/global/modi-xi-push-business-links-and-border-peace-brics-sidelines-india-china-ties-revive,businesstimes.com.sg,2026-09-13 07:15:00+00:00,China military,English,gdelt_gkg,Singapore
他存心置北京于死地 ＊ 阿波罗新闻网,https://www.aboluowang.com/2026/0913/2432888.html,aboluowang.com,2026-09-13 07:15:00+00:00,China military,Chinese,gdelt_gkg,China
रसुवा हिम – सुनामी र प्रशासनिक कमजोरी | Nepal first 24 - hour updated news portal,https://www.ratopati.com/story/591832/rasuwa-avalanche-and-administrative-weakness,ratopati.com,2026-09-13 07:15:00+00:00,China military,Nepali,gdelt_gkg,Nepal
CIA Declassified Files : Osama Bin Laden Targeted India Before 911,https://divyamarathi.bhaskar.com/international/news/cia-declassified-files-osama-bin-laden-targeted-india-before-911-139016125.html,divyamarathi.bhaskar.com,2026-09-13 07:15:00+00:00,Pakistan military,Marathi,gdelt_gkg,India
प्रधान सेनापति सिग्देल चीन प्रस्थान | Nepal first 24 - hour updated news portal,https://www.ratopati.com/story/591831/army-chief-sigdel-departs-for-china,ratopati.com,2026-09-13 07:15:00+00:00,China military,Nepali,gdelt_gkg,Nepal
"1073 - й день войны : действия в Ливане и Газе , операции в Иудее и Самарии",https://www.newsru.co.il/israel/13sep2026/d1073.html,newsru.co.il,2026-09-13 07:15:00+00:00,China military,Russian,gdelt_gkg,Israel
Хуситы атакуют Саудовскую Аравию и закрепляются у Баб - эль - Мандеба,https://news.israelinfo.co.il/147861,news.israelinfo.co.il,2026-09-13 07:15:00+00:00,China military,Russian,gdelt_gkg,Israel
老廠房煥新 洋炮局1862讓工業遺產 「 潮 」 起來,https://portal.sina.com.hk/news-china/sina/2026/09/13/1921527/%E8%80%81%E5%BB%A0%E6%88%BF%E7%85%A5%E6%96%B0-%E6%B4%8B%E7%82%AE%E5%B1%801862%E8%AE%93%E5%B7%A5%E6%A5%AD%E9%81%BA%E7%94%A2%E3%80%8C%E6%BD%AE%E3%80%8D%E8%B5%B7%E4%BE%86/,portal.sina.com.hk,2026-09-13 07:00:00+00:00,China military,Chinese,gdelt_gkg,Hong Kong
"She wanted power , like other ruling elite : Historian Sarah Waheed on Deccan queen Chand Bibi",https://scroll.in/article/1095032/she-wanted-power-like-other-ruling-elites-historian-sarah-waheed-on-deccan-queen-chand-bibi,scroll.in,2026-09-13 07:00:00+00:00,Pakistan military,English,gdelt_gkg,India
"Collaboration , Not Confrontation : Xi Jinping Visit to the United States – Sri Lanka Guardian",https://slguardian.org/collaboration-not-confrontation-xi-jinpings-visit-to-the-united-states/,slguardian.org,2026-09-13 07:00:00+00:00,China military,English,gdelt_gkg,Sri Lanka
La maldición de los hindúes de Ceuta,https://www.lavanguardia.com/politica/20260913/11633322/maldicion-hindues-ceuta.html,lavanguardia.com,2026-09-13 06:45:00+00:00,Pakistan military,Spanish,gdelt_gkg,Spain
Soldier without boundarie What bin Laden told me years before 9 / 11,https://www.heraldscotland.com/news/26545223.soldier-without-boundaries-bin-laden-told-years-9-11/,heraldscotland.com,2026-09-13 06:45:00+00:00,Pakistan military,English,gdelt_gkg,United Kingdom
"¿ Estamos de nuevo en la antesala de la I Guerra Mundial ?, por Shlomo Ben Ami",https://www.lavanguardia.com/internacional/20260913/11633320/nuevo-antesala-i-guerra-mundial.html,lavanguardia.com,2026-09-13 06:45:00+00:00,Pakistan military,Spanish,gdelt_gkg,Spain
"Foreign Affairs norāda , no kā V . Putinam būtu visvairāk jābaidās",https://nra.lv/pasaule/529815-no-ka-putinam-visvairak-jabaidas-nakotne.htm,nra.lv,2026-09-13 06:45:00+00:00,China military,Latvian,gdelt_gkg,Latvia
Việt Nam - Ấn Độ quyết tâm sớm đạt mục tiêu thương mại hai chiều 25 tỷ USD,https://daidoanket.vn/viet-nam-an-do-quyet-tam-som-dat-muc-tieu-thuong-mai-hai-chieu-25-ty-usd.html,daidoanket.vn,2026-09-13 06:45:00+00:00,China military,Vietnamese,gdelt_gkg,Vietnam
"Przegląd wydarzeń z nocy : Alert RCB , Polska poderwała myśliwce , dramat na Morzu Jawajskim",https://www.rp.pl/przeglad-wydarzen-z-nocy/art45132211-atak-rosji-na-ukraine-polska-poderwala-mysliwce-zaginal-prom-z-243-osobami,rp.pl,2026-09-13 06:45:00+00:00,China military,Polish,gdelt_gkg,Poland
"Đẩy mạnh hợp tác Việt Nam - Ấn Độ , sớm đạt mục tiêu thương mại 25 tỷ USD",https://www.tinnhanhchungkhoan.vn/day-manh-hop-tac-viet-nam-an-do-som-dat-muc-tieu-thuong-mai-25-ty-usd-post397483.html,tinnhanhchungkhoan.vn,2026-09-13 06:45:00+00:00,China military,Vietnamese,gdelt_gkg,Vietnam
"호르무즈 파병할 때 하더라도 전쟁 끝난 이후에 , 다른 나라와 같이 해야",https://www.pressian.com/pages/articles/2026091309494995000,pressian.com,2026-09-13 06:45:00+00:00,China military,Korean,gdelt_gkg,South Korea
以书为媒 以声传情 海南省首届家庭讲书展演活动启幕 - 南海网,https://www.hinews.cn/page?n=2842108&m=1&s=1044,hinews.cn,2026-09-13 06:45:00+00:00,China military,Chinese,gdelt_gkg,China
_ 华胜天成 ( 600410 ) 股吧 _ 东方财富网股吧,"https://guba.eastmoney.com/o/news,600410,1772348960.html",guba.eastmoney.com,2026-09-13 06:45:00+00:00,China military,Chinese,gdelt_gkg,China
"В теплой компании РФ , Китая и ЮАР : Иран и ОАЭ внезапно договорились о мире",https://www.9tv.co.il/item/265154,9tv.co.il,2026-09-13 06:45:00+00:00,China military,Russian,gdelt_gkg,Israel
「 戰鬥 ！ 新陀螺連線 」 成軍 ！ 立委蔡其昌呼籲給年輕人機會 - 政治,https://news.ltn.com.tw/news/politics/breakingnews/5572440,news.ltn.com.tw,2026-09-13 06:45:00+00:00,China military,Chinese,gdelt_gkg,Taiwan
